conversation_id,customer_tweet_id,brand_tweet_id,customer_message,brand_response,created_at,source_tweet_ids
conv_503568,503568,503567,@115830 @AmazonHelp @115851 It is now past 8pm. What is the point of Amazon Prime when the delivery guy is always late. I wish to make a formal complaint against this idiot. This is the 3rd order I've had that has missed the deadline. Absolutely ridiculous!,"@235344 I'm sorry for the trouble this may have caused; deliveries may occur until 21:00 of the specified delivery date. If you do not receive an update for this order, please contact us using the following link: https://t.co/JzP7hlA23B ^WM",Fri Dec 01 20:13:16 +0000 2017,503568;503567
conv_504904,504904,504902,@115830 you have failed me twice on one day on two separate orders. Are you trying to make me stop using your services or just seeing how far you can push it before I have had enough?,@235758 I'm so sorry for this experience. Can you tell us more about what has gone on without posting account or order information: https://t.co/aaDyEz1VgE ^DO,Fri Dec 01 20:48:17 +0000 2017,504904;504902
conv_504905,504906,504907,@AmazonHelp Until about 7pm site was still saying delivered today for Putty Squad &amp; tomorrow for Xenoblade 2. Some point after that you decided to change both delivery dates.,@235758 We strive to process deliveries as quickly as possible. We regret when we miss the mark due to unforeseen circumstances once the order is in the hands of the courier. If the parcel does not arrive by the updated delivery date please let us know  ^CH,Fri Dec 01 21:04:41 +0000 2017,504906;504907
conv_504926,504927,504929,@AmazonHelp I appreciate the quick response. Thank you for pointing out how to return things.,"@235762 We're always happy to help, please don't hesitate to reach out to us if there's anything else we can do for you! ^GR",Fri Dec 01 21:09:55 +0000 2017,504927;504929
conv_504956,504957,504960,"@AmazonHelp In fact, he marked it delivered BEFORE he drove by my house. I got an email from DPD saying they delivered it ... um, nope.",@235768 Sorry to hear that! For further insight please also reach out to our colleagues from the customer service department: https://t.co/5RHhEVutwe ^MI,Fri Dec 01 20:57:29 +0000 2017,504957;504960
conv_504959,504959,504956,"Dear @116316 please do not use @134825 for delivery service. They suck. They drove by my house three times without delivering on three separate days, yet still marked status as ""delivered.""","@235768 Have you checked the tracking where they delivered it? Regards, ^AN",Fri Dec 01 20:45:59 +0000 2017,504959;504956
conv_504993,504993,504991,@AmazonHelp How many times do I have to complain about your delivery driver leaving parcels on my doorstep to get robbed before you do something about it?,"@235772 Hey! There may be some other options. When you place an order, do you have a designated safe place set: https://t.co/diIUwE5cqf? ^JO",Fri Dec 01 20:44:46 +0000 2017,504993;504991
conv_504994,504995,504997,@AmazonHelp I am referring to Order # 404-7327158-1763555 .. If you really can help me with this..,@235773 them to be personal information. Our Twitter page is visible to public. (2/2) ^PB,Sat Dec 02 09:09:26 +0000 2017,504995;504997
conv_505007,505008,505009,@AmazonHelp It was Nov. 30. Now it's just unknown.,@235776 I'm sorry for the delay with this order! We'd like to look into this further with you. Please connect with us here via phone or chat: https://t.co/hApLpMlfHN ^MO,Sat Dec 02 01:13:46 +0000 2017,505008;505009
conv_505014,505015,505017,"@AmazonHelp Not yet, no. Just a notice that it won't be here (yesterday) -- nor will the half of the order that was ordered at the same time but was scheduled originally to arrive today for some reason. Same Prime account order.",@235778 I definitely understand the frustration. Let's take a deeper look into available options via phone or chat here: https://t.co/3pBuw1SV0L ^ML,Fri Dec 01 20:48:42 +0000 2017,505015;505017
conv_505024,505025,505028,"@AmazonHelp I've contacted @115821 and @3375 they noted my account, they filed a complaint and now I guess the driver is angry and tosses the merchandise. Amazon NEEDS to allow customers to choose delivery companies !!!","@235780 How horrible! I'm sorry that your packages are being mishandled. To clarify, did this behavior get worst after reporting the incident, or did you just report the behavior to us? Let us know! ^DA",Fri Dec 01 22:12:20 +0000 2017,505025;505028
conv_505046,505046,505045,@AmazonHelp My package was supposed to be delivered today. It has still not arrived,@235783 I'm sorry your packages hasn't arrived yet. What does your current tracking information say? You can check that here:  https://t.co/aaDyEz1VgE  ^EA,Fri Dec 01 20:35:46 +0000 2017,505046;505045
conv_505749,505749,505747,"Trying to watch Eat the World on @115821 FireTV Stick. I get sound, but no picture. Same thing happened when I rented a movie a month or two back. What gives?","@236014 I'm sorry for the video issues you're having, Ryan! We'd like to help troubleshoot this with you! To start, here are some quick fixes: https://t.co/HPxQ181pQb for your Fire TV. Let us know if this helped! ^TK",Fri Dec 01 21:19:46 +0000 2017,505749;505747
conv_505763,505762,505761,@AmazonHelp It's 9pm now. I'm going to work now,"@236018 I'm sorry to hear it hasn't arrived. Without posting account info, what's the most updated tracking details here: https://t.co/aaDyEz1VgE? Has the delivery date changed? ^LI",Fri Dec 01 21:01:57 +0000 2017,505762;505761
conv_505785,505783,505781,"@AmazonHelp Ese es realmente el problema ,q no sabemos nada del transportista,ni se ha comunicado con nosotros ni notificación en el buzón ni nada,llamamos a At.al cl y la única solución q nos da es q llegará el lunes,con lo q tendría q faltar a trabajar d nuevo y x supuesto sin saber hora",@236022 Clemente ¿Podrías indicarnos si el producto  es vendido directamente por Amazon o si ha sido vendido por un vendedor externo? ^ PC,Fri Dec 01 21:21:29 +0000 2017,505783;505781
conv_505802,505802,505800,#Amazon now delivers a pile of broken glass in front of your house! https://t.co/EhCFX59vd4,@236025 Oh no! I'm sorry to hear that your item arrived damaged. Have you already reached out to Customer Service on the matter? ^TL,Fri Dec 01 21:01:09 +0000 2017,505802;505800
conv_505805,505805,505803,I just had the worst service with @115821 that I’ve ever had and as an Amazon Prime member it’s sad how rude I was just spoken to. 😕,"@236026 This is not what we expect! Please remember to send your feedback via the e-mail you will receive, it goes to the agent's supervisor. We would also like to help solve your initial issue. Without sharing any account information can you explain a bit further? ^LS",Fri Dec 01 21:15:44 +0000 2017,505805;505803
conv_505815,505816,505819,"@AmazonHelp I am happy to provide tracking and order numbers. This is especially frustrating because I needed these items quickly, and I am afraid of the lack of recourse I seem to have in this matter. Please advise.","@236028 I understand the frustration, and I want to make sure this is escalated. When you have the time, please send us the order details here: https://t.co/eMAleevAxc ^BH",Fri Dec 01 23:13:14 +0000 2017,505816;505819
conv_505818,505818,505815,"I keep getting delivery notifications for @115821 packages that have not yet arrived. Some arrive eventually, a few have not. Very frustrating. Still waiting on the results of their investigation into my missing package. @AmazonHelp","@236028 I'm sorry for the delay, Andrew. Without releasing account or order concrete details, could you tell us more about the issue? ^JP",Fri Dec 01 21:07:25 +0000 2017,505818;505815
conv_505868,505867,505866,"@115828 @127271 Paid for Prime, Amazon’s own Atlanta shipping system is a nightmare and doesn’t even get delivered to me that day even though they left at 9 A.M. I switch allegiance to Best Buy GCU and pay for two years of that, my game isn’t even in my city on release day.",@236037 We want our team to investigate this with you. Please reach out to us using this secure link: https://t.co/nkzQvVE7uG ^GR,Fri Dec 01 21:11:06 +0000 2017,505867;505866
conv_505888,505888,505883,I have had 2 #amazon delivery drivers give my daughters terrible attitude because my apartment complex is gates and there is no access code to get in. I had to get involved when I heard one driver raising her voice to my kid about something we can’t help  https://t.co/hJtwINfhVc,"@236042 Oh no, Kimberly! I apologize for that experience. Can you please confirm the carrier for us. We are here to help! ^BA",Fri Dec 01 21:10:12 +0000 2017,505888;505883
conv_505898,505898,505897,"@AmazonHelp @115830 Your customer service is horrendous, so far the third attempt to resolve an issue is a fail!!!","@236043 Hello Paul!  Without divulging any personal information, can you tell me what is going on?  We'd like to help!  ^WB",Fri Dec 01 20:56:33 +0000 2017,505898;505897
conv_505902,505903,505904,@AmazonHelp Ugh still haven't gotten it yet but a very nice rep refunded me,"@236044 Thanks for keeping us in the loop. If you need anything else, don't hesitate to reach out. ^EP",Sat Dec 02 05:05:29 +0000 2017,505903;505904
conv_505906,505906,505905,@115821 still waiting for my package even though your reps said it'd be here before 10:30am..I'm highly disappointed 😓,"@236044 I'm so sorry you haven't received your order! Without giving account specific details, please let us know who the carrier is for this package. You can find that here: https://t.co/Y5jpI9gRhE ^HS",Fri Dec 01 21:00:10 +0000 2017,505906;505905
conv_505953,505953,505952,.@AmazonHelp it's confusing why your staff member Simone would lie about my refund. Should I expect to lied to when ordering items from your company @115821?? https://t.co/R0amWG20PF,"@236057 I'm sorry for the poor experience, Christoff! Most refunds do take 3-5 business days, if being refunded to the original payment card.  Were you able to get this issue resolved while chatting with us today? ^LB",Fri Dec 01 20:56:57 +0000 2017,505953;505952
conv_507094,507094,507092,WHEN IS MY PACKAGE GETTING HERE @115821 IT’S 3 DAYS LATE 🗣🗣🗣,@236395 I'm sorry for the wait! What order status and delivery date(s) are you currently seeing for this order here: https://t.co/Y5jpI9gRhE? ^JR,Fri Dec 01 21:38:04 +0000 2017,507094;507092
conv_507119,507119,507117,"@115830 Can’t work out why two identical items on same order, said to be dispatched together, are being delivered a week apart. 1st one arrived this Wednesday, 2nd one not arrived but eta is next Wednesday. Not impressed as needed them same time; which is why I ordered two 😞","@236402 I apologize for the longer than expected wait, Gail! Is the delivery date on the second order different than what was originally promised at check out? ^CS",Fri Dec 01 21:34:09 +0000 2017,507119;507117
conv_507131,507131,507130,"@AmazonHelp I am a prime paying customer, item shipped Wednesday 11/29 and not expected to receive until 12/4. What is the purpose for paying a premium when the delivery is going to take longer than 2 days? https://t.co/V6YHeLgqp3",@236404 I'm sorry for the wait! We're happy to review your order and any available options with you directly via this link: https://t.co/hApLpMlfHN ^JR,Fri Dec 01 21:33:23 +0000 2017,507131;507130
